Turn 1, Prize = Life 30 min
Turn 6217, Prize = Hammer 1X
Turn 6218, Prize = Brush 1X
Turn 6219, Prize = Life 30 min
Turn 6220, Prize = Life 30 min
Turn 6221, Prize = Brush 1X
Turn 6222, Prize = Life 30 min
Turn 6223, Prize = Life 30 min
Turn 6224, Prize = Hammer 1X
Turn 6225, Prize = Brush 1X
Turn 6226, Prize = Hammer 1X
Turn 6227, Prize = Hammer 1X
Turn 6228, Prize = Brush 1X
Turn 6229, Prize = Gem 35
Turn 6230, Prize = Hammer 1X
Turn 6231, Prize = Hammer 3X
Turn 6232, Prize = Hammer 3X
Turn 6233, Prize = Life 30 min
Turn 6234, Prize = Life 30 min
Turn 6235, Prize = Life 30 min
Turn 6236, Prize = Coin 750
Turn 6237, Prize = Brush 1X
Turn 6238, Prize = Life 30 min
Turn 6239, Prize = Hammer 3X
Turn 6240, Prize = Hammer 1X
Turn 6241, Prize = Gem 75
Turn 6242, Prize = Gem 35
Turn 6243, Prize = Life 30 min
Turn 6244, Prize = Gem 75
Turn 6245, Prize = Life 30 min
Turn 6246, Prize = Gem 75
Turn 6247, Prize = Brush 1X
Turn 6248, Prize = Life 30 min
Turn 6249, Prize = Life 30 min
Turn 6250, Prize = Gem 35
Turn 6251, Prize = Brush 1X
Turn 6252, Prize = Gem 35
Turn 6253, Prize = Brush 3X
Turn 6254, Prize = Life 30 min
Turn 6255, Prize = Life 30 min
Turn 6256, Prize = Brush 3X
Turn 6257, Prize = Gem 75
Turn 6258, Prize = Brush 3X
Turn 6259, Prize = Hammer 3X
Turn 6260, Prize = Brush 1X
Turn 6261, Prize = Hammer 1X
Turn 6262, Prize = Life 30 min
Turn 6263, Prize = Hammer 3X
Turn 6264, Prize = Gem 35
Turn 6265, Prize = Life 30 min
Turn 6266, Prize = Life 30 min
Turn 6267, Prize = Life 30 min
Turn 6268, Prize = Life 30 min
Turn 6269, Prize = Life 30 min
Turn 6270, Prize = Hammer 1X
Turn 6271, Prize = Hammer 3X
Turn 6272, Prize = Life 30 min
Turn 6273, Prize = Brush 3X
Turn 6274, Prize = Gem 35
Turn 6275, Prize = Hammer 1X
Turn 6276, Prize = Hammer 3X
Turn 6277, Prize = Brush 1X
Turn 6278, Prize = Brush 1X
Turn 6279, Prize = Gem 75
Turn 6280, Prize = Hammer 1X
Turn 6281, Prize = Brush 1X
Turn 6282, Prize = Brush 3X
Turn 6283, Prize = Life 30 min
Turn 6284, Prize = Life 30 min
Turn 6285, Prize = Brush 1X
Turn 6286, Prize = Hammer 1X
Turn 6287, Prize = Hammer 1X
Turn 6288, Prize = Brush 1X
Turn 6289, Prize = Hammer 3X
Turn 6290, Prize = Brush 3X
Turn 6291, Prize = Life 30 min
Turn 6292, Prize = Brush 1X
Turn 6293, Prize = Hammer 3X
Turn 6294, Prize = Gem 35
Turn 6295, Prize = Hammer 1X
Turn 6296, Prize = Life 30 min
Turn 6297, Prize = Hammer 1X
Turn 6298, Prize = Life 30 min
Turn 6299, Prize = Hammer 3X
Turn 6300, Prize = Hammer 3X
Turn 6301, Prize = Life 30 min
Turn 6302, Prize = Life 30 min
Turn 6303, Prize = Hammer 1X
Turn 6304, Prize = Hammer 1X
Turn 6305, Prize = Gem 75
Turn 6306, Prize = Hammer 3X
Turn 6307, Prize = Brush 1X
Turn 6308, Prize = Brush 3X
Turn 6309, Prize = Life 30 min
Turn 6310, Prize = Brush 3X
Turn 6311, Prize = Life 30 min
Turn 6312, Prize = Hammer 1X
Turn 6313, Prize = Hammer 1X
Turn 6314, Prize = Life 30 min
Turn 6315, Prize = Gem 35
Turn 6316, Prize = Life 30 min
Turn 6317, Prize = Hammer 3X
Turn 6318, Prize = Hammer 3X
Turn 6319, Prize = Hammer 1X
Turn 6320, Prize = Life 30 min
Turn 6321, Prize = Hammer 1X
Turn 6322, Prize = Brush 3X
Turn 6323, Prize = Hammer 1X
Turn 6324, Prize = Life 30 min
Turn 6325, Prize = Hammer 1X
Turn 6326, Prize = Hammer 1X
Turn 6327, Prize = Brush 1X
Turn 6328, Prize = Gem 75
Turn 6329, Prize = Hammer 3X
Turn 6330, Prize = Hammer 1X
Turn 6331, Prize = Brush 1X
Turn 6332, Prize = Gem 35
Turn 6333, Prize = Life 30 min
Turn 6334, Prize = Brush 1X
Turn 6335, Prize = Brush 1X
Turn 6336, Prize = Life 30 min
Turn 6337, Prize = Life 30 min
Turn 6338, Prize = Life 30 min
Turn 6339, Prize = Hammer 1X
Turn 6340, Prize = Brush 3X
Turn 6341, Prize = Hammer 3X
Turn 6342, Prize = Life 30 min
Turn 6343, Prize = Life 30 min
Turn 6344, Prize = Brush 1X
Turn 6345, Prize = Hammer 1X
Turn 6346, Prize = Life 30 min
Turn 6347, Prize = Brush 1X
Turn 6348, Prize = Brush 3X
Turn 6349, Prize = Life 30 min
Turn 6350, Prize = Hammer 3X
Turn 6351, Prize = Brush 3X
Turn 6352, Prize = Hammer 3X
Turn 6353, Prize = Brush 1X
Turn 6354, Prize = Brush 3X
Turn 6355, Prize = Life 30 min
Turn 6356, Prize = Gem 35
Turn 6357, Prize = Brush 1X
Turn 6358, Prize = Life 30 min
Turn 6359, Prize = Brush 3X
Turn 6360, Prize = Brush 1X
Turn 6361, Prize = Brush 1X
Turn 6362, Prize = Life 30 min
Turn 6363, Prize = Hammer 1X
Turn 6364, Prize = Brush 3X
Turn 6365, Prize = Hammer 1X
Turn 6366, Prize = Brush 1X
Turn 6367, Prize = Hammer 3X
Turn 6368, Prize = Life 30 min
Turn 6369, Prize = Life 30 min
Turn 6370, Prize = Coin 750
Turn 6371, Prize = Brush 3X
Turn 6372, Prize = Hammer 1X
Turn 6373, Prize = Brush 1X
Turn 6374, Prize = Brush 3X
Turn 6375, Prize = Life 30 min
Turn 6376, Prize = Gem 35
Turn 6377, Prize = Gem 35
Turn 6378, Prize = Life 30 min
Turn 6379, Prize = Brush 1X
Turn 6380, Prize = Gem 75
Turn 6381, Prize = Life 30 min
Turn 6382, Prize = Life 30 min
Turn 6383, Prize = Hammer 3X
Turn 6384, Prize = Coin 750
Turn 6385, Prize = Gem 35
Turn 6386, Prize = Gem 75
Turn 6387, Prize = Life 30 min
Turn 6388, Prize = Life 30 min
Turn 6389, Prize = Brush 1X
Turn 6390, Prize = Life 30 min
Turn 6391, Prize = Hammer 1X
Turn 6392, Prize = Brush 3X
Turn 6393, Prize = Life 30 min
Turn 6394, Prize = Brush 1X
Turn 6395, Prize = Brush 1X
Turn 6396, Prize = Brush 3X
Turn 6397, Prize = Brush 3X
Turn 6398, Prize = Hammer 3X
Turn 6399, Prize = Life 30 min
Turn 6400, Prize = Hammer 1X
Turn 6401, Prize = Life 30 min
Turn 6402, Prize = Hammer 1X
Turn 6403, Prize = Brush 3X
Turn 6404, Prize = Life 30 min
Turn 6405, Prize = Life 30 min
Turn 6406, Prize = Hammer 1X
Turn 6407, Prize = Brush 1X
Turn 6408, Prize = Brush 1X
Turn 6409, Prize = Life 30 min
Turn 6410, Prize = Brush 3X
Turn 6411, Prize = Gem 35
Turn 6412, Prize = Brush 1X
Turn 6413, Prize = Brush 3X
Turn 6414, Prize = Brush 1X
Turn 6415, Prize = Life 30 min
Turn 6416, Prize = Hammer 1X
Turn 6417, Prize = Gem 35
Turn 6418, Prize = Gem 35
Turn 6419, Prize = Coin 750
Turn 6420, Prize = Life 30 min
Turn 6421, Prize = Life 30 min
Turn 6422, Prize = Gem 35
Turn 6423, Prize = Gem 75
Turn 6424, Prize = Brush 1X
Turn 6425, Prize = Life 30 min
Turn 6426, Prize = Brush 1X
Turn 6427, Prize = Brush 1X
Turn 6428, Prize = Gem 35
Turn 6429, Prize = Hammer 1X
Turn 6430, Prize = Hammer 3X
Turn 6431, Prize = Hammer 1X
Turn 6432, Prize = Gem 35
Turn 6433, Prize = Life 30 min
Turn 6434, Prize = Hammer 1X
Turn 6435, Prize = Life 30 min
Turn 6436, Prize = Hammer 1X
Turn 6437, Prize = Life 30 min
Turn 6438, Prize = Brush 1X
Turn 6439, Prize = Gem 75
Turn 6440, Prize = Brush 1X
Turn 6441, Prize = Hammer 3X
Turn 6442, Prize = Brush 1X
Turn 6443, Prize = Brush 1X
Turn 6444, Prize = Brush 1X
Turn 6445, Prize = Gem 35
Turn 6446, Prize = Hammer 1X
Turn 6447, Prize = Coin 750
Turn 6448, Prize = Brush 1X
Turn 6449, Prize = Brush 1X
Turn 6450, Prize = Life 30 min
Turn 6451, Prize = Life 30 min
Turn 6452, Prize = Hammer 1X
Turn 6453, Prize = Brush 3X
Turn 6454, Prize = Life 30 min
Turn 6455, Prize = Brush 3X
Turn 6456, Prize = Hammer 1X
Turn 6457, Prize = Gem 75
Turn 6458, Prize = Life 30 min
Turn 6459, Prize = Gem 75
Turn 6460, Prize = Life 30 min
Turn 6461, Prize = Gem 35
Turn 6462, Prize = Brush 1X
Turn 6463, Prize = Life 30 min
Turn 6464, Prize = Gem 35
Turn 6465, Prize = Hammer 1X
Turn 6466, Prize = Gem 35
Turn 6467, Prize = Coin 750
Turn 6468, Prize = Hammer 1X
Turn 6469, Prize = Gem 75
Turn 6470, Prize = Hammer 3X
Turn 6471, Prize = Brush 3X
Turn 6472, Prize = Brush 1X
Turn 6473, Prize = Hammer 1X
Turn 6474, Prize = Hammer 3X
Turn 6475, Prize = Coin 750
Turn 6476, Prize = Hammer 1X
Turn 6477, Prize = Gem 35
Turn 6478, Prize = Brush 1X
Turn 6479, Prize = Brush 1X
Turn 6480, Prize = Brush 3X
Turn 6481, Prize = Gem 35
Turn 6482, Prize = Brush 1X
Turn 6483, Prize = Brush 1X
Turn 6484, Prize = Life 30 min
Turn 6485, Prize = Gem 35
Turn 6486, Prize = Life 30 min
Turn 6487, Prize = Gem 35
Turn 6488, Prize = Brush 3X
Turn 6489, Prize = Life 30 min
Turn 6490, Prize = Brush 1X
Turn 6491, Prize = Life 30 min
Turn 6492, Prize = Brush 1X
Turn 6493, Prize = Brush 1X
Turn 6494, Prize = Hammer 1X
Turn 6495, Prize = Brush 1X
Turn 6496, Prize = Hammer 3X
Turn 6497, Prize = Brush 3X
Turn 6498, Prize = Brush 3X
Turn 6499, Prize = Hammer 1X
Turn 6500, Prize = Gem 35
Turn 6501, Prize = Hammer 3X
Turn 6502, Prize = Brush 1X
Turn 6503, Prize = Gem 75
Turn 6504, Prize = Life 30 min
Turn 6505, Prize = Hammer 3X
Turn 6506, Prize = Brush 1X
Turn 6507, Prize = Gem 35
Turn 6508, Prize = Coin 750
Turn 6509, Prize = Brush 1X
Turn 6510, Prize = Hammer 1X
Turn 6511, Prize = Gem 75
Turn 6512, Prize = Life 30 min
Turn 6513, Prize = Hammer 1X
Turn 6514, Prize = Hammer 1X
Turn 6515, Prize = Gem 75
Turn 6516, Prize = Life 30 min
Turn 6517, Prize = Brush 1X
Turn 6518, Prize = Life 30 min
Turn 6519, Prize = Gem 35
Turn 6520, Prize = Hammer 3X
Turn 6521, Prize = Hammer 3X
Turn 6522, Prize = Life 30 min
Turn 6523, Prize = Life 30 min
Turn 6524, Prize = Life 30 min
Turn 6525, Prize = Hammer 1X
Turn 6526, Prize = Life 30 min
Turn 6527, Prize = Brush 1X
Turn 6528, Prize = Hammer 3X
Turn 6529, Prize = Life 30 min
Turn 6530, Prize = Life 30 min
Turn 6531, Prize = Gem 75
Turn 6532, Prize = Gem 35
Turn 6533, Prize = Coin 750
Turn 6534, Prize = Brush 1X
Turn 6535, Prize = Brush 3X
Turn 6536, Prize = Gem 35
Turn 6537, Prize = Hammer 1X
Turn 6538, Prize = Life 30 min
Turn 6539, Prize = Hammer 1X
Turn 6540, Prize = Brush 3X
Turn 6541, Prize = Hammer 1X
Turn 6542, Prize = Hammer 3X
Turn 6543, Prize = Brush 1X
Turn 6544, Prize = Hammer 1X
Turn 6545, Prize = Life 30 min
Turn 6546, Prize = Coin 750
Turn 6547, Prize = Hammer 1X
Turn 6548, Prize = Hammer 1X
Turn 6549, Prize = Life 30 min
Turn 6550, Prize = Gem 35
Turn 6551, Prize = Life 30 min
Turn 6552, Prize = Hammer 1X
Turn 6553, Prize = Hammer 3X
Turn 6554, Prize = Life 30 min
Turn 6555, Prize = Hammer 3X
Turn 6556, Prize = Gem 35
Turn 6557, Prize = Hammer 1X
Turn 6558, Prize = Brush 1X
Turn 6559, Prize = Hammer 3X
Turn 6560, Prize = Brush 3X
Turn 6561, Prize = Gem 75
Turn 6562, Prize = Hammer 1X
Turn 6563, Prize = Hammer 3X
Turn 6564, Prize = Gem 35
Turn 6565, Prize = Brush 3X
Turn 6566, Prize = Hammer 1X
Turn 6567, Prize = Brush 1X
Turn 6568, Prize = Life 30 min
Turn 6569, Prize = Gem 35
Turn 6570, Prize = Hammer 1X
Turn 6571, Prize = Brush 3X
Turn 6572, Prize = Brush 1X
Turn 6573, Prize = Brush 1X
Turn 6574, Prize = Hammer 1X
Turn 6575, Prize = Hammer 1X
Turn 6576, Prize = Brush 1X
Turn 6577, Prize = Brush 1X
Turn 6578, Prize = Life 30 min
Turn 6579, Prize = Brush 1X
Turn 6580, Prize = Gem 35
Turn 6581, Prize = Hammer 3X
Turn 6582, Prize = Life 30 min
Turn 6583, Prize = Life 30 min
Turn 6584, Prize = Hammer 3X
Turn 6585, Prize = Gem 75
Turn 6586, Prize = Life 30 min
Turn 6587, Prize = Hammer 1X
Turn 6588, Prize = Hammer 1X
Turn 6589, Prize = Hammer 1X
Turn 6590, Prize = Brush 1X
Turn 6591, Prize = Hammer 3X
Turn 6592, Prize = Life 30 min
Turn 6593, Prize = Life 30 min
Turn 6594, Prize = Hammer 1X
Turn 6595, Prize = Life 30 min
Turn 6596, Prize = Gem 35
Turn 6597, Prize = Hammer 3X
Turn 6598, Prize = Gem 75
Turn 6599, Prize = Life 30 min
Turn 6600, Prize = Brush 1X
Turn 6601, Prize = Brush 3X
Turn 6602, Prize = Brush 3X
Turn 6603, Prize = Hammer 1X
Turn 6604, Prize = Brush 3X
Turn 6605, Prize = Brush 1X
Turn 6606, Prize = Gem 35
Turn 6607, Prize = Coin 750
Turn 6608, Prize = Hammer 1X
Turn 6609, Prize = Life 30 min
Turn 6610, Prize = Hammer 3X
Turn 6611, Prize = Gem 35
Turn 6612, Prize = Life 30 min
Turn 6613, Prize = Hammer 1X
Turn 6614, Prize = Life 30 min
Turn 6615, Prize = Gem 35
Turn 6616, Prize = Hammer 1X
Turn 6617, Prize = Brush 1X
Turn 6618, Prize = Hammer 1X
Turn 6619, Prize = Hammer 1X
Turn 6620, Prize = Hammer 1X
Turn 6621, Prize = Life 30 min
Turn 6622, Prize = Brush 3X
Turn 6623, Prize = Brush 3X
Turn 6624, Prize = Brush 1X
Turn 6625, Prize = Hammer 3X
Turn 6626, Prize = Hammer 3X
Turn 6627, Prize = Coin 750
Turn 6628, Prize = Gem 35
Turn 6629, Prize = Brush 1X
Turn 6630, Prize = Hammer 1X
Turn 6631, Prize = Brush 3X
Turn 6632, Prize = Gem 75
Turn 6633, Prize = Hammer 3X
Turn 6634, Prize = Brush 3X
Turn 6635, Prize = Hammer 1X
Turn 6636, Prize = Brush 1X
Turn 6637, Prize = Gem 35
Turn 6638, Prize = Life 30 min
Turn 6639, Prize = Hammer 3X
Turn 6640, Prize = Hammer 1X
Turn 6641, Prize = Life 30 min
Turn 6642, Prize = Brush 1X
Turn 6643, Prize = Coin 750
Turn 6644, Prize = Hammer 1X
Turn 6645, Prize = Life 30 min
Turn 6646, Prize = Coin 750
Turn 6647, Prize = Hammer 3X
Turn 6648, Prize = Brush 3X
Turn 6649, Prize = Hammer 3X
Turn 6650, Prize = Gem 75
Turn 6651, Prize = Life 30 min
Turn 6652, Prize = Hammer 3X
Turn 6653, Prize = Life 30 min
Turn 6654, Prize = Brush 3X
Turn 6655, Prize = Gem 35
Turn 6656, Prize = Hammer 1X
Turn 6657, Prize = Hammer 1X
Turn 6658, Prize = Brush 1X
Turn 6659, Prize = Brush 1X
Turn 6660, Prize = Hammer 3X
Turn 6661, Prize = Life 30 min
Turn 6662, Prize = Gem 35
Turn 6663, Prize = Brush 3X
Turn 6664, Prize = Hammer 3X
Turn 6665, Prize = Gem 75
Turn 6666, Prize = Brush 1X
Turn 6667, Prize = Hammer 1X
Turn 6668, Prize = Life 30 min
Turn 6669, Prize = Life 30 min
Turn 6670, Prize = Gem 75
Turn 6671, Prize = Hammer 3X
Turn 6672, Prize = Hammer 3X
Turn 6673, Prize = Hammer 1X
Turn 6674, Prize = Gem 75
Turn 6675, Prize = Gem 75
Turn 6676, Prize = Brush 1X
Turn 6677, Prize = Life 30 min
Turn 6678, Prize = Hammer 3X
Turn 6679, Prize = Brush 1X
Turn 6680, Prize = Hammer 1X
Turn 6681, Prize = Gem 35
Turn 6682, Prize = Life 30 min
Turn 6683, Prize = Hammer 3X
Turn 6684, Prize = Hammer 1X
Turn 6685, Prize = Life 30 min
Turn 6686, Prize = Hammer 3X
Turn 6687, Prize = Brush 3X
Turn 6688, Prize = Hammer 3X
Turn 6689, Prize = Life 30 min
Turn 6690, Prize = Coin 750
Turn 6691, Prize = Coin 750
Turn 6692, Prize = Hammer 3X
Turn 6693, Prize = Brush 1X
Turn 6694, Prize = Brush 1X
Turn 6695, Prize = Coin 750
Turn 6696, Prize = Brush 3X
Turn 6697, Prize = Life 30 min
Turn 6698, Prize = Brush 3X
Turn 6699, Prize = Brush 1X
Turn 6700, Prize = Brush 1X
Turn 6701, Prize = Hammer 3X
Turn 6702, Prize = Life 30 min
Turn 6703, Prize = Gem 75
Turn 6704, Prize = Life 30 min
Turn 6705, Prize = Brush 1X
Turn 6706, Prize = Hammer 3X
Turn 6707, Prize = Brush 1X
Turn 6708, Prize = Hammer 1X
Turn 6709, Prize = Brush 1X
Turn 6710, Prize = Hammer 3X
Turn 6711, Prize = Gem 75
Turn 6712, Prize = Coin 750
Turn 6713, Prize = Life 30 min
Turn 6714, Prize = Hammer 3X
Turn 6715, Prize = Coin 750
Turn 6716, Prize = Hammer 3X
Turn 6717, Prize = Coin 750
Turn 6718, Prize = Life 30 min
Turn 6719, Prize = Brush 1X
Turn 6720, Prize = Life 30 min
Turn 6721, Prize = Coin 750
Turn 6722, Prize = Brush 3X
Turn 6723, Prize = Gem 75
Turn 6724, Prize = Hammer 1X
Turn 6725, Prize = Brush 1X
Turn 6726, Prize = Brush 1X
Turn 6727, Prize = Coin 750
Turn 6728, Prize = Gem 75
Turn 6729, Prize = Brush 3X
Turn 6730, Prize = Hammer 1X
Turn 6731, Prize = Gem 35
Turn 6732, Prize = Coin 750
Turn 6733, Prize = Life 30 min
Turn 6734, Prize = Gem 75
Turn 6735, Prize = Brush 1X
Turn 6736, Prize = Gem 35
Turn 6737, Prize = Hammer 3X
Turn 6738, Prize = Life 30 min
Turn 6739, Prize = Life 30 min
Turn 6740, Prize = Brush 3X
Turn 6741, Prize = Gem 35
Turn 6742, Prize = Hammer 1X
Turn 6743, Prize = Hammer 3X
Turn 6744, Prize = Life 30 min
Turn 6745, Prize = Gem 75
Turn 6746, Prize = Hammer 3X
Turn 6747, Prize = Hammer 1X
Turn 6748, Prize = Gem 75
Turn 6749, Prize = Brush 3X
Turn 6750, Prize = Brush 1X
Turn 6751, Prize = Brush 1X
Turn 6752, Prize = Brush 3X
Turn 6753, Prize = Life 30 min
Turn 6754, Prize = Hammer 1X
Turn 6755, Prize = Hammer 1X
Turn 6756, Prize = Hammer 1X
Turn 6757, Prize = Hammer 1X
Turn 6758, Prize = Hammer 3X
Turn 6759, Prize = Brush 3X
Turn 6760, Prize = Hammer 1X
Turn 6761, Prize = Gem 35
Turn 6762, Prize = Life 30 min
Turn 6763, Prize = Hammer 1X
Turn 6764, Prize = Brush 1X
Turn 6765, Prize = Brush 3X
Turn 6766, Prize = Coin 750
Turn 6767, Prize = Brush 1X
Turn 6768, Prize = Hammer 1X
Turn 6769, Prize = Hammer 3X
Turn 6770, Prize = Brush 1X
Turn 6771, Prize = Life 30 min
Turn 6772, Prize = Hammer 3X
Turn 6773, Prize = Hammer 3X
Turn 6774, Prize = Gem 35
Turn 6775, Prize = Life 30 min
Turn 6776, Prize = Life 30 min
Turn 6777, Prize = Hammer 3X
Turn 6778, Prize = Hammer 3X
Turn 6779, Prize = Hammer 3X
Turn 6780, Prize = Brush 1X
Turn 6781, Prize = Brush 1X
Turn 6782, Prize = Brush 1X
Turn 6783, Prize = Brush 3X
Turn 6784, Prize = Brush 1X
Turn 6785, Prize = Life 30 min
Turn 6786, Prize = Brush 1X
Turn 6787, Prize = Gem 35
Turn 6788, Prize = Hammer 1X
Turn 6789, Prize = Life 30 min
Turn 6790, Prize = Hammer 1X
Turn 6791, Prize = Hammer 3X
Turn 6792, Prize = Gem 35
Turn 6793, Prize = Brush 1X
Turn 6794, Prize = Life 30 min
Turn 6795, Prize = Life 30 min
Turn 6796, Prize = Gem 75
Turn 6797, Prize = Gem 35
Turn 6798, Prize = Hammer 1X
Turn 6799, Prize = Life 30 min
Turn 6800, Prize = Brush 1X
Turn 6801, Prize = Hammer 1X
Turn 6802, Prize = Hammer 3X
Turn 6803, Prize = Brush 1X
Turn 6804, Prize = Brush 1X
Turn 6805, Prize = Gem 75
Turn 6806, Prize = Gem 35
Turn 6807, Prize = Brush 1X
Turn 6808, Prize = Brush 1X
Turn 6809, Prize = Hammer 3X
Turn 6810, Prize = Life 30 min
Turn 6811, Prize = Brush 1X
Turn 6812, Prize = Brush 1X
Turn 6813, Prize = Gem 35
Turn 6814, Prize = Life 30 min
Turn 6815, Prize = Hammer 3X
Turn 6816, Prize = Brush 1X
Turn 6817, Prize = Gem 35
Turn 6818, Prize = Brush 1X
Turn 6819, Prize = Hammer 1X
Turn 6820, Prize = Gem 35
Turn 6821, Prize = Hammer 1X
Turn 6822, Prize = Hammer 1X
Turn 6823, Prize = Hammer 3X
Turn 6824, Prize = Hammer 1X
Turn 6825, Prize = Hammer 3X
Turn 6826, Prize = Gem 35
Turn 6827, Prize = Hammer 1X
Turn 6828, Prize = Hammer 3X
Turn 6829, Prize = Hammer 1X
Turn 6830, Prize = Brush 3X
Turn 6831, Prize = Hammer 1X
Turn 6832, Prize = Hammer 3X
Turn 6833, Prize = Brush 1X
Turn 6834, Prize = Hammer 1X
Turn 6835, Prize = Gem 75
Turn 6836, Prize = Hammer 1X
Turn 6837, Prize = Hammer 3X
Turn 6838, Prize = Hammer 3X
Turn 6839, Prize = Brush 1X
Turn 6840, Prize = Brush 1X
Turn 6841, Prize = Coin 750
Turn 6842, Prize = Brush 1X
Turn 6843, Prize = Life 30 min
Turn 6844, Prize = Hammer 1X
Turn 6845, Prize = Hammer 3X
Turn 6846, Prize = Life 30 min
Turn 6847, Prize = Hammer 3X
Turn 6848, Prize = Gem 35
Turn 6849, Prize = Life 30 min
Turn 6850, Prize = Brush 1X
Turn 6851, Prize = Gem 35
Turn 6852, Prize = Hammer 1X
Turn 6853, Prize = Hammer 1X
Turn 6854, Prize = Gem 35
Turn 6855, Prize = Hammer 3X
Turn 6856, Prize = Hammer 3X
Turn 6857, Prize = Brush 1X
Turn 6858, Prize = Brush 1X
Turn 6859, Prize = Coin 750
Turn 6860, Prize = Brush 1X
Turn 6861, Prize = Brush 1X
Turn 6862, Prize = Life 30 min
Turn 6863, Prize = Life 30 min
Turn 6864, Prize = Gem 35
Turn 6865, Prize = Hammer 1X
Turn 6866, Prize = Hammer 3X
Turn 6867, Prize = Life 30 min
Turn 6868, Prize = Life 30 min
Turn 6869, Prize = Hammer 1X
Turn 6870, Prize = Life 30 min
Turn 6871, Prize = Gem 75
Turn 6872, Prize = Brush 1X
Turn 6873, Prize = Life 30 min
Turn 6874, Prize = Life 30 min
Turn 6875, Prize = Hammer 1X
Turn 6876, Prize = Brush 3X
Turn 6877, Prize = Hammer 1X
Turn 6878, Prize = Coin 750
Turn 6879, Prize = Hammer 1X
Turn 6880, Prize = Brush 1X
Turn 6881, Prize = Gem 35
Turn 6882, Prize = Life 30 min
Turn 6883, Prize = Brush 1X
Turn 6884, Prize = Gem 35
Turn 6885, Prize = Hammer 3X
Turn 6886, Prize = Brush 1X
Turn 6887, Prize = Brush 1X
Turn 6888, Prize = Life 30 min
Turn 6889, Prize = Gem 35
Turn 6890, Prize = Brush 1X
Turn 6891, Prize = Hammer 1X
Turn 6892, Prize = Hammer 1X
Turn 6893, Prize = Brush 1X
Turn 6894, Prize = Brush 1X
Turn 6895, Prize = Brush 1X
Turn 6896, Prize = Gem 75
Turn 6897, Prize = Hammer 3X
Turn 6898, Prize = Brush 3X
Turn 6899, Prize = Life 30 min
Turn 6900, Prize = Brush 1X
Turn 6901, Prize = Brush 1X
Turn 6902, Prize = Coin 750
Turn 6903, Prize = Hammer 1X
Turn 6904, Prize = Life 30 min
Turn 6905, Prize = Life 30 min
Turn 6906, Prize = Brush 1X
Turn 6907, Prize = Life 30 min
Turn 6908, Prize = Brush 1X
Turn 6909, Prize = Brush 1X
Turn 6910, Prize = Brush 3X
Turn 6911, Prize = Gem 35
Turn 6912, Prize = Brush 3X
Turn 6913, Prize = Life 30 min
Turn 6914, Prize = Life 30 min
Turn 6915, Prize = Hammer 3X
Turn 6916, Prize = Brush 1X
Turn 6917, Prize = Hammer 1X
Turn 6918, Prize = Gem 35
Turn 6919, Prize = Gem 35
Turn 6920, Prize = Brush 1X
Turn 6921, Prize = Life 30 min
Turn 6922, Prize = Brush 1X
Turn 6923, Prize = Gem 35
Turn 6924, Prize = Brush 1X
Turn 6925, Prize = Brush 3X
Turn 6926, Prize = Hammer 1X
Turn 6927, Prize = Coin 750
Turn 6928, Prize = Gem 75
Turn 6929, Prize = Hammer 3X
Turn 6930, Prize = Life 30 min
Turn 6931, Prize = Life 30 min
Turn 6932, Prize = Life 30 min
Turn 6933, Prize = Coin 750
Turn 6934, Prize = Life 30 min
Turn 6935, Prize = Brush 3X
Turn 6936, Prize = Hammer 1X
Turn 6937, Prize = Hammer 3X
Turn 6938, Prize = Hammer 3X
Turn 6939, Prize = Brush 1X
Turn 6940, Prize = Hammer 1X
Turn 6941, Prize = Brush 1X
Turn 6942, Prize = Hammer 1X
Turn 6943, Prize = Hammer 1X
Turn 6944, Prize = Hammer 1X
Turn 6945, Prize = Hammer 1X
Turn 6946, Prize = Hammer 3X
Turn 6947, Prize = Hammer 3X
Turn 6948, Prize = Brush 1X
Turn 6949, Prize = Brush 1X
Turn 6950, Prize = Hammer 1X
Turn 6951, Prize = Life 30 min
Turn 6952, Prize = Life 30 min
Turn 6953, Prize = Brush 3X
Turn 6954, Prize = Brush 1X
Turn 6955, Prize = Brush 3X
Turn 6956, Prize = Brush 1X
Turn 6957, Prize = Gem 35
Turn 6958, Prize = Brush 3X
Turn 6959, Prize = Hammer 3X
Turn 6960, Prize = Brush 3X
Turn 6961, Prize = Hammer 1X
Turn 6962, Prize = Hammer 3X
Turn 6963, Prize = Gem 35
Turn 6964, Prize = Hammer 3X
Turn 6965, Prize = Brush 1X
Turn 6966, Prize = Brush 1X
Turn 6967, Prize = Gem 75
Turn 6968, Prize = Coin 750
Turn 6969, Prize = Brush 1X
Turn 6970, Prize = Hammer 1X
Turn 6971, Prize = Hammer 1X
Turn 6972, Prize = Brush 1X
Turn 6973, Prize = Brush 3X
Turn 6974, Prize = Hammer 1X
Turn 6975, Prize = Brush 1X
Turn 6976, Prize = Brush 1X
Turn 6977, Prize = Hammer 1X
Turn 6978, Prize = Life 30 min
Turn 6979, Prize = Life 30 min
Turn 6980, Prize = Brush 1X
Turn 6981, Prize = Brush 1X
Turn 6982, Prize = Brush 1X
Turn 6983, Prize = Coin 750
Turn 6984, Prize = Coin 750
Turn 6985, Prize = Life 30 min
Turn 6986, Prize = Hammer 1X
Turn 6987, Prize = Brush 3X
